RecordingId;ProcessId;TimeStamp;StepName;StepDescription;ApplicationProcessName;New_StepName
Recording_46;Process_19;2022-03-01T04:09:57+00:00;Press button in window;Button 'Yes' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_46;Process_19;2022-03-01T04:10:06+00:00;Click UI element in window;Hyperlink 'Download' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_46;Process_19;2022-03-01T04:10:29+00:00;Click UI element in window;Tree Item 'Downloads (pinned)' in Window 'File Explorer';explorer;Click UI element in window / explorer
Recording_46;Process_19;2022-03-01T04:10:34+00:00;Click UI element in window;Edit 'Name' in Window 'Downloads';explorer;Click UI element in window / explorer
Recording_46;Process_19;2022-03-01T04:10:46+00:00;Press button in window;Button 'Extract' in Window 'Extract Compressed (Zipped) Folders';explorer;Press button in window / explorer
Recording_46;Process_19;2022-03-01T04:10:54+00:00;Populate text field in window;"Edit 'Password:' in Window '0% complete'; Text:P'password_secret_text'";explorer;Populate text field in window / explorer
Recording_46;Process_19;2022-03-01T04:10:59+00:00;Press button in window;Button 'OK' in Window '0% complete';explorer;Press button in window / explorer
Recording_46;Process_19;2022-03-01T04:11:03+00:00;Click UI element in window;Edit 'Name' in Window 'task_export_112718000000025949';explorer;Click UI element in window / explorer
Recording_46;Process_19;2022-03-01T04:11:12+00:00;Populate text field in window;"Edit 'Search box' in Window 'Search'; Text:'sql'";SearchApp;Populate text field in window / SearchApp
Recording_46;Process_19;2022-03-01T04:11:16+00:00;Click UI element in window;List Item 'Microsoft  ...  to switch preview' in Window 'Search';SearchApp;Click UI element in window / SearchApp
Recording_46;Process_19;2022-03-01T04:11:36+00:00;Press button in window;Button 'Connect' in Window 'Microsoft SQL Server Management Studio';Ssms;Press button in window / Ssms
Recording_46;Process_19;2022-03-01T04:11:50+00:00;Click UI element in window;Tree Item 'Databases' in Window 'Microsoft SQL Server Management Studio';Ssms;Click UI element in window / Ssms
Recording_46;Process_19;2022-03-01T04:11:54+00:00;Click UI element in window;Tree Item 'Databases' in Window 'Microsoft SQL Server Management Studio';Ssms;Click UI element in window / Ssms
Recording_46;Process_19;2022-03-01T04:11:59+00:00;Click UI element in window;Tree Item 'sqlpowerbi' in Window 'Microsoft SQL Server Management Studio';Ssms;Click UI element in window / Ssms
Recording_46;Process_19;2022-03-01T04:12:07+00:00;Click UI element in window;Tool Bar 'Context Menu' in Window 'Microsoft SQL Server Management Studio';Ssms;Click UI element in window / Ssms
Recording_46;Process_19;2022-03-01T04:12:10+00:00;Click UI element in window;Tool Bar 'TasksDropDown' in Window 'Microsoft SQL Server Management Studio';Ssms;Click UI element in window / Ssms
Recording_46;Process_19;2022-03-01T04:13:26+00:00;Press button in window;Button 'Add a tab' in Pane 'General  ...  Teams, Main Window';Teams;Press button in window / Teams
Recording_46;Process_19;2022-03-01T04:13:30+00:00;Click UI element in window;List Item 'Trello' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:13:38+00:00;Click UI element in window;List Item in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:13:40+00:00;Press button in window;Button 'Save' in Pane 'General  ...  Teams, Main Window';Teams;Press button in window / Teams
Recording_46;Process_19;2022-03-01T04:13:57+00:00;Click UI element in window;Text 'Prepared a  ...  on SQAL Server' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:14:01+00:00;Click UI element in window;Text 'Prepared a  ...  on SQAL Server' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:14:13+00:00;Click UI element in window;Hyperlink 'Move' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:14:16+00:00;Click UI element in window;Combo Box in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:14:18+00:00;Click UI element in window;Document 'Chrome_RenderWidgetHostHWND' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:14:27+00:00;Click UI element in window;Hyperlink 'Change cover' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_46;Process_19;2022-03-01T04:14:32+00:00;Press button in window;Button 'Move' in Pane 'General  ...  Teams, Main Window';Teams;Press button in window / Teams
Recording_46;Process_19;2022-03-01T04:14:39+00:00;Click UI element in window;Edit 'Done' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_47;Process_20;2022-03-01T05:09:51+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_47;Process_20;2022-03-01T05:09:56+00:00;Press button in window;Button 'SharePoint' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_47;Process_20;2022-03-01T05:09:59+00:00;Click UI element in window;Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:10:04+00:00;Click UI element in window;Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:10:20+00:00;Click UI element in window;Data Item 'New New  ...  people Show actions' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:10:23+00:00;Click UI element in window;Hyperlink 'New Employee Details.xlsx' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:10:33+00:00;Drag and drop UI element in window;Image in Pane 'New Tab - Google Chrome - Person 1';chrome;Drag and drop UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:10:42+00:00;Click UI element in window;Button 'New Tab' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:10:46+00:00;Press button in window;Button 'Home Page - Zoho CRM' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_47;Process_20;2022-03-01T05:10:55+00:00;Click UI element in window;Hyperlink 'Contacts' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:11:00+00:00;Press button in window;Button 'Create Contact' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_47;Process_20;2022-03-01T05:11:10+00:00;Click UI element in window;Text 'Advertisement' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:11:17+00:00;Populate text field in window;"Edit in Pane 'New Tab - Google Chrome - Person 1'; Text:'Surname'";chrome;Populate text field in window / chrome
Recording_47;Process_20;2022-03-01T05:11:26+00:00;Populate text field in window;"Edit 2 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Rupal'";chrome;Populate text field in window / chrome
Recording_47;Process_20;2022-03-01T05:11:30+00:00;Click UI element in window;Edit 3 in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:11:55+00:00;Click UI element in window;Button 'New Account' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:11:58+00:00;Click UI element in window;Data Item in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:12:03+00:00;Populate text field in window;"Edit 4 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Rupal Surname'";chrome;Populate text field in window / chrome
Recording_47;Process_20;2022-03-01T05:12:15+00:00;Click UI element in window;Data Item 2 in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:12:38+00:00;Click UI element in window;Tab Item 'New Employee Details.xlsx' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:12:45+00:00;Click UI element in window;Image in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:12:55+00:00;Click UI element in window;Tab Item 'Create Contact - Zoho CRM' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:13:03+00:00;Populate text field in window;"Edit 5 in Pane 'New Tab - Google Chrome - Person 1'; Text:'9898956324'";chrome;Populate text field in window / chrome
Recording_47;Process_20;2022-03-01T05:13:10+00:00;Click UI element in window;Edit 5 in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:13:30+00:00;Click UI element in window;Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:13:37+00:00;Click UI element in window;Image in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:13:48+00:00;Click UI element in window;Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_47;Process_20;2022-03-01T05:13:55+00:00;Populate text field in window;"Edit 6 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Email@Domain'";chrome;Populate text field in window / chrome
Recording_47;Process_20;2022-03-01T05:14:20+00:00;Press button in window;Button 'Save' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_48;Process_20;2022-03-01T05:09:36+00:00;Click UI element in window;Hyperlink 'Offline  ...  s More options' in Pane '(1) Name Surname  ...  Chrome - Name RKH';chrome;Click UI element in window / chrome
Recording_48;Process_20;2022-03-01T05:09:45+00:00;Click UI element in window;Group 'Please add  ...  Today at 10:37 AM.' in Pane '(1) Name Surname  ...  Chrome - Name RKH';chrome;Click UI element in window / chrome
Recording_48;Process_20;2022-03-01T05:09:49+00:00;Click UI element in window;Group 'Please add  ...  Today at 10:37 AM.' in Pane '(1) Name Surname  ...  Chrome - Name RKH';chrome;Click UI element in window / chrome
Recording_48;Process_20;2022-03-01T05:10:03+00:00;Click UI element in window;List Item 'New tab - Personal - Microsoft​ Edge' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_48;Process_20;2022-03-01T05:10:07+00:00;Click UI element in window;Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:10:10+00:00;Populate text field in window;"Edit 'Address and search bar' in Window 'New tab - Personal - Microsoft​ Edge'; Text:'o365'";msedge;Populate text field in window / msedge
Recording_48;Process_20;2022-03-01T05:10:17+00:00;Click UI element in window;Hyperlink 'Office 365 login' in Window 'o365 - Search - Personal - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:10:25+00:00;Click UI element in window;Hyperlink 'SharePoint' in Window 'Microsoft  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:10:40+00:00;Click UI element in window;Hyperlink 'Site Project RoadMap.' in Window 'SharePoint  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:10:48+00:00;Click UI element in window;Hyperlink 'Shared  ...  3 minutes ago' in Window 'Project  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:11:06+00:00;Press button in window;Button 'New Tab' in Window 'New Employee  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:11:10+00:00;Click UI element in window;Hyperlink 'Home |  ... /page/home' in Window 'New tab and  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:11:16+00:00;Press button in window;Button 'Log In' in Window 'Login |  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:11:24+00:00;Press button in window;Button 'Log In' in Window 'Login |  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:11:31+00:00;Press button in window;Button 'Log In' in Window 'Login |  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:11:39+00:00;Click UI element in window;Hyperlink 'Contacts' in Window 'Home |  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:11:45+00:00;Press button in window;Button 'New' in Window 'Recently  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:11:51+00:00;Press button in window;Button 'Salutation, --None--' in Window 'New Contact  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:11:53+00:00;Click UI element in window;List Item 'Ms.' in Window 'New Contact  ...  - Microsoft​ Edge' 2;msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:11:55+00:00;Click UI element in window;Edit 'First Name' in Window 'New Contact  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:12:01+00:00;Populate text field in window;"Edit 'First Name' in Window 'New Contact  ...  - Microsoft​ Edge' 2; Text:'Name'";msedge;Populate text field in window / msedge
Recording_48;Process_20;2022-03-01T05:12:09+00:00;Click UI element in window;Edit '*Last Name' in Window 'New Contact  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:12:12+00:00;Populate text field in window;"Edit '*Last Name' in Window 'New Contact  ...  - Microsoft​ Edge' 2; Text:'Surname'";msedge;Populate text field in window / msedge
Recording_48;Process_20;2022-03-01T05:12:19+00:00;Click UI element in window;Combo Box '*Account Name' in Window 'New Contact  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:12:25+00:00;Click UI element in window;List Item 'Account Global Media (Sample) 1 (800) 667-6389' in Window 'New Contact  ...  - Microsoft​ Edge' 2;msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:12:31+00:00;Select tab in window;Tab Item 'New Employee Details.xlsx' in Window 'New Employee  ...  - Microsoft​ Edge';msedge;Select tab in window / msedge
Recording_48;Process_20;2022-03-01T05:12:46+00:00;Click UI element in window;Image 'To get  ...  the context menu.' in Window 'New Employee  ...  - Microsoft​ Edge' 2;msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:12:50+00:00;Click UI element in window;Image 'To get  ...  the context menu.' in Window 'New Employee  ...  - Microsoft​ Edge' 2;msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:12:56+00:00;Select tab in window;Tab Item 'New tab' in Window 'New tab and  ...  - Microsoft​ Edge' 2;msedge;Select tab in window / msedge
Recording_48;Process_20;2022-03-01T05:13:06+00:00;Populate text field in window;"Edit 'Phone' in Window 'New Contact  ...  - Microsoft​ Edge'; Text:'8752634178'";msedge;Populate text field in window / msedge
Recording_48;Process_20;2022-03-01T05:13:14+00:00;Click UI element in window;Edit 'Email' in Window 'New Contact  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_48;Process_20;2022-03-01T05:13:25+00:00;Populate text field in window;"Edit 'Email' in Window 'New Contact  ...  - Microsoft​ Edge' 2; Text:'Email@Domain'";msedge;Populate text field in window / msedge
Recording_48;Process_20;2022-03-01T05:13:28+00:00;Press button in window;Button 'Save' in Window 'New Contact  ...  - Microsoft​ Edge' 2;msedge;Press button in window / msedge
Recording_48;Process_20;2022-03-01T05:13:33+00:00;Click UI element in window;Text 'slds- ...  forceToastMessage' in Window 'Name Surname |  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_49;Process_21;2022-03-02T09:18:09+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_49;Process_21;2022-03-02T09:18:12+00:00;Press button in window;Button 'SharePoint' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:18:16+00:00;Click UI element in window;Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:18:21+00:00;Click UI element in window;Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:18:29+00:00;Select menu option in window;Menu Item 'New' in Pane 'New Tab - Google Chrome - Person 1';chrome;Select menu option in window / chrome
Recording_49;Process_21;2022-03-02T09:19:08+00:00;Set checkbox state in window;Check Box 'General' in Pane 'New Tab - Google Chrome - Person 1';chrome;Set checkbox state in window / chrome
Recording_49;Process_21;2022-03-02T09:19:16+00:00;Populate text field in window;"Edit 'Enter your new name' in Pane 'New Tab - Google Chrome - Person 1'; Text:'Employee Status'";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:19:20+00:00;Press button in window;Button 'Create' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:20:07+00:00;Select tab in window;Tab Item 'Employee Status' in Pane 'New Tab - Google Chrome - Person 1';chrome;Select tab in window / chrome
Recording_49;Process_21;2022-03-02T09:20:14+00:00;Click UI element in window;Menu Item 'Sync' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:20:30+00:00;Click UI element in window;Edit 'Enter your email address' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:20:33+00:00;Click UI element in window;Button 'Sign in' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:20:42+00:00;Click UI element in window;Group 'Name ...  another account' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:20:43+00:00;Populate text field in window;"Edit 'Enter the password for Email@Domain' in Window 'Microsoft OneDrive'; Text:P'password_secret_text'";OneDrive;Populate text field in window / OneDrive
Recording_49;Process_21;2022-03-02T09:20:51+00:00;Press button in window;Button 'Sign in' 2 in Window 'Microsoft OneDrive';OneDrive;Press button in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:10+00:00;Drag and drop UI element in window;Button 'Use this folder' in Button 'Next' in Window 'Microsoft OneDrive';OneDrive;Drag and drop UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:16+00:00;Click UI element in window;Button 'Next' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:23+00:00;Click UI element in window;Button 'Next' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:29+00:00;Press button in window;Button 'Next' in Window 'Microsoft OneDrive';OneDrive;Press button in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:33+00:00;Click UI element in window;Button 'Later' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:38+00:00;Click UI element in window;Button 'Open my OneDrive folder' in Window 'Microsoft OneDrive';OneDrive;Click UI element in window / OneDrive
Recording_49;Process_21;2022-03-02T09:21:49+00:00;Click UI element in window;Button 'New Tab' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:21:54+00:00;Populate text field in window;"Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'power automate'";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:21:58+00:00;Click UI element in window;Hyperlink ' Power  ... rosoft.com' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:22:03+00:00;Click UI element in window;Hyperlink 'Sign in' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:22:12+00:00;Select menu option in window;Menu Item 'My flows' in Pane 'New Tab - Google Chrome - Person 1';chrome;Select menu option in window / chrome
Recording_49;Process_21;2022-03-02T09:22:18+00:00;Select menu option in window;Menu Item 'Add new' in Pane 'New Tab - Google Chrome - Person 1';chrome;Select menu option in window / chrome
Recording_49;Process_21;2022-03-02T09:22:27+00:00;Select menu option in window;Menu Item 'Instant cloud flow—from blank' in Pane 'New Tab - Google Chrome - Person 1';chrome;Select menu option in window / chrome
Recording_49;Process_21;2022-03-02T09:22:34+00:00;Populate text field in window;"Edit 'Flow name' in Pane 'New Tab - Google Chrome - Person 1'; Text:'One note'";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:22:39+00:00;Click UI element in window;Data Item 'Manually  ...  trigger a flow. ' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:22:55+00:00;Click UI element in window;Hyperlink 'Create' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:23:00+00:00;Press button in window;Button '+ New step' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:23:07+00:00;Press button in window;Button 'Desktop flows' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:23:11+00:00;Press button in window;Button 'Run a flow  ...  Desktop flows' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:23:17+00:00;Click UI element in window;Button 'Menu for Run  ...  for desktop' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:23:23+00:00;Select menu option in window;Menu Item '+Add new connection' in Pane 'New Tab - Google Chrome - Person 1';chrome;Select menu option in window / chrome
Recording_49;Process_21;2022-03-02T09:23:26+00:00;Click UI element in window;List Item in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:23:29+00:00;Click UI element in window;Group in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:23:56+00:00;Populate text field in window;"Edit 'Domain and username' in Pane 'New Tab - Google Chrome - Person 1'; Text:''";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:24:00+00:00;Populate text field in window;"Edit 'Open:' in Window 'Run'; Text:'cmd'";explorer;Populate text field in window / explorer
Recording_49;Process_21;2022-03-02T09:24:09+00:00;Click UI element in window;Document 'Text Area' in Window 'C:\WINDOWS\system32\cmd.exe';cmd;Click UI element in window / cmd
Recording_49;Process_21;2022-03-02T09:24:12+00:00;Click UI element in window;Document 'Text Area' in Window 'C:\WINDOWS\system32\cmd.exe';cmd;Click UI element in window / cmd
Recording_49;Process_21;2022-03-02T09:24:28+00:00;Click UI element in window;Document 'Text Area' in Window 'C:\WINDOWS\system32\cmd.exe';cmd;Click UI element in window / cmd
Recording_49;Process_21;2022-03-02T09:24:51+00:00;Populate text field in window;"Edit 'Domain and username' in Pane 'New Tab - Google Chrome - Person 1'; Text:'rkh-pc-23\\sunsh'";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:24:55+00:00;Populate text field in window;"Edit 'Password' in Pane 'New Tab - Google Chrome - Person 1'; Text:P'password_secret_text'";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:25:05+00:00;Press button in window;Button 'Create' 2 in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:25:25+00:00;Populate text field in window;"Edit 'Password' in Pane 'New Tab - Google Chrome - Person 1'; Text:P'password_secret_text'";chrome;Populate text field in window / chrome
Recording_49;Process_21;2022-03-02T09:25:33+00:00;Press button in window;Button 'Create' 2 in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_49;Process_21;2022-03-02T09:25:42+00:00;Click UI element in window;Group 2 in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:17+00:00;Drag and drop UI element in window;Button 'Save' in Edit 'FilesPath' in Pane 'New Tab - Google Chrome - Person 1';chrome;Drag and drop UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:24+00:00;Click UI element in window;Text 'Your flow is ready to go. We recommend you test it' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:29+00:00;Click UI element in window;Menu Item 'Test' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:33+00:00;Click UI element in window;Radio Button 'Test  ...  to trigger it.' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:36+00:00;Click UI element in window;Button 'Test' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:46+00:00;Click UI element in window;Button 'Continue' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:51+00:00;Click UI element in window;Button 'Run flow' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_49;Process_21;2022-03-02T09:26:58+00:00;Click UI element in window;Group 3 in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:34:45+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_50;Process_22;2022-03-02T10:34:49+00:00;Press button in window;Button 'Home Page - Zoho CRM' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
Recording_50;Process_22;2022-03-02T10:34:54+00:00;Click UI element in window;Image in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:00+00:00;Click UI element in window;Hyperlink 'Approval Processes' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:05+00:00;Click UI element in window;Image 2 in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:08+00:00;Click UI element in window;Hyperlink 'Social' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:13+00:00;Click UI element in window;Text 'Approval Process' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:16+00:00;Click UI element in window;Hyperlink 'Approval History' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:23+00:00;Click UI element in window;Data Item 'Name  ...  Schedule a flow.' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:24+00:00;Click UI element in window;Hyperlink 'Schedule a flow' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:35+00:00;Click UI element in window;Text 'Comme ...  file from onedrive' in Pane 'New Tab - Google Chrome - Person 1';chrome;Click UI element in window / chrome
Recording_50;Process_22;2022-03-02T10:35:40+00:00;Press button in window;Button 'New Tab' in Pane 'New Tab - Google Chrome - Person 1';chrome;Press button in window / chrome
